ID Nummer,Vorname,Nachname,Schichtverfügbarkeit,Qualifikationen,Überstunden,Schichtpräferenz,Einstellungsdatum,Entlassungsdatum,Gemischtwarenladen
ID69215,Khadijah,Ibarra,Nachmittagsschicht,Verkäufer,NEIN,JA,28/04/2020,20/06/2021,4
ID91616,Maja,Ford,Morgenschicht,Reinigungskraft,NEIN,JA,30/04/2020,06/09/2020,2
ID12338,Monica,Cobb,Nachmittagsschicht,Verkäufer,JA,JA,07/05/2020,28/01/2021,2
ID59949,Belle,Mclean,Nachmittagsschicht,Aushilfe,NEIN,NEIN,08/05/2020,17/09/2020,6
ID60706,Aneesa,Gardner,Nachmittagsschicht,Aushilfe,JA,JA,11/05/2020,02/11/2020,8
ID13237,Aadam,Sherman,Morgenschicht,Verkäufer,JA,NEIN,12/05/2020,15/11/2020,3
ID72013,Yusra,Howe,Nachmittagsschicht,Aushilfe,NEIN,NEIN,14/05/2020,26/11/2020,6
ID65026,Alina,Cordova,Morgenschicht,Reinigungskraft,JA,JA,16/05/2020,01/12/2020,7
ID96859,Eleri,Holloway,Nachmittagsschicht,Verkäufer,NEIN,JA,18/05/2020,25/01/2021,1
ID39790,Ivan,Holman,Morgenschicht,Verkäufer,NEIN,JA,19/05/2020,22/09/2020,2
ID85408,Eddie,Donnelly,Morgenschicht,Verkäufer,JA,JA,22/05/2020,25/12/2020,5
ID12068,Kieran,Connolly,Morgenschicht,Aushilfe,NEIN,JA,25/05/2020,08/01/2021,3
ID63192,Alannah,Mccall,Nachmittagsschicht,Verkäufer,NEIN,NEIN,25/05/2020,04/08/2020,2
ID71645,Lyra,Cole,Morgenschicht,Aushilfe,NEIN,JA,26/05/2020,31/12/2020,7
ID88734,Salma,Hodges,Morgenschicht,Reinigungskraft,NEIN,NEIN,01/06/2020,30/07/2020,7
ID24345,Ronnie,Mays,Morgenschicht,Aushilfe,JA,JA,01/06/2020,12/04/2021,8
ID49874,Emmanuel,Leon,Nachmittagsschicht,Reinigungskraft,NEIN,JA,01/06/2020,11/02/2021,2
ID21633,Brian,Nelson,Morgenschicht,Verkäufer,NEIN,JA,05/06/2020,06/09/2021,8
ID70187,Martha,Petersen,Morgenschicht,Aushilfe,NEIN,JA,10/06/2020,23/01/2021,6
ID88305,Halima,Haines,Nachmittagsschicht,Aushilfe,NEIN,NEIN,10/06/2020,27/11/2020,6
ID59358,Oliwier,Shannon,Nachmittagsschicht,Verkäufer,NEIN,JA,16/06/2020,10/02/2021,6
ID97302,Maisie,Andrews,Morgenschicht,Verkäufer,NEIN,NEIN,19/06/2020,22/09/2020,1
ID57727,Andy,Singleton,Nachmittagsschicht,Reinigungskraft,JA,NEIN,20/06/2020,01/09/2020,1
ID12394,Tyrone,Kaufman,Nachmittagsschicht,Reinigungskraft,NEIN,JA,20/06/2020,02/10/2020,7
ID54637,Kamran,Castaneda,Nachmittagsschicht,Reinigungskraft,NEIN,JA,21/06/2020,08/12/2020,5
ID56290,Daniella,Villarreal,Nachmittagsschicht,Reinigungskraft,JA,JA,21/06/2020,30/12/2020,8
ID43839,Bridget,Villa,Morgenschicht,Verkäufer,NEIN,JA,21/06/2020,08/06/2021,2
ID81664,Genevieve,Holloway,Morgenschicht,Aushilfe,JA,JA,22/06/2020,15/09/2020,6
ID33908,Samantha,Flores,Morgenschicht,Reinigungskraft,JA,JA,24/06/2020,17/01/2021,6
ID58958,Musa,Dixon,Morgenschicht,Verkäufer,NEIN,NEIN,28/06/2020,19/10/2020,1
ID28120,Maizie,Terry,Morgenschicht,Verkäufer,JA,JA,29/06/2020,25/06/2021,6
ID85747,Seren,Crane,Nachmittagsschicht,Reinigungskraft,NEIN,JA,05/07/2020,27/10/2020,4
ID18770,Sana,Phelps,Nachmittagsschicht,Verkäufer,NEIN,JA,09/07/2020,07/03/2021,5
ID12896,Logan,Hilton,Morgenschicht,Verkäufer,NEIN,JA,10/07/2020,26/08/2021,6
ID24770,Seamus,Melendez,Nachmittagsschicht,Verkäufer,JA,JA,11/07/2020,14/07/2021,5
ID32746,Wojciech,Pollard,Morgenschicht,Verkäufer,JA,JA,13/07/2020,24/02/2021,4
ID54848,Tanya,Ballard,Morgenschicht,Verkäufer,JA,NEIN,16/07/2020,03/10/2020,2
ID89744,Larissa,Robertson,Morgenschicht,Reinigungskraft,NEIN,JA,17/07/2020,17/11/2020,1
ID84920,Osian,Stevens,Morgenschicht,Reinigungskraft,JA,JA,19/07/2020,30/01/2021,8
ID28783,Ezekiel,Shields,Morgenschicht,Aushilfe,JA,JA,22/07/2020,25/05/2021,7
ID26175,Chad,Griffith,Morgenschicht,Verkäufer,NEIN,JA,24/07/2020,23/05/2021,1
ID14581,Malachi,Cross,Morgenschicht,Reinigungskraft,NEIN,JA,31/07/2020,16/10/2020,3
ID50859,Stella,Wade,Morgenschicht,Aushilfe,JA,JA,01/08/2020,19/12/2021,4
ID63318,Mario,Cantu,Nachmittagsschicht,Aushilfe,NEIN,NEIN,02/08/2020,21/11/2020,5
ID99800,Alexandra,Grant,Morgenschicht,Aushilfe,NEIN,JA,02/08/2020,14/09/2021,2
ID56678,Roberta,Skinner,Morgenschicht,Reinigungskraft,JA,JA,03/08/2020,08/02/2021,8
ID27574,Zakariya,Russell,Nachmittagsschicht,Verkäufer,NEIN,JA,06/08/2020,13/04/2021,1
ID24122,Tommy-Lee,Martinez,Nachmittagsschicht,Verkäufer,NEIN,JA,07/08/2020,05/04/2021,1
ID89054,Jessica,Villarreal,Nachmittagsschicht,Verkäufer,NEIN,JA,10/08/2020,25/05/2021,1
ID77163,Velma,Frank,Morgenschicht,Verkäufer,NEIN,NEIN,11/08/2020,27/10/2020,2
ID66473,Kirsty,Burns,Morgenschicht,Aushilfe,NEIN,NEIN,21/08/2020,11/03/2021,8
ID26047,Otis,Jenkins,Nachmittagsschicht,Reinigungskraft,NEIN,JA,24/08/2020,25/01/2021,6
ID62278,Leia,Knox,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,26/08/2020,09/09/2020,6
ID8346,Ivy,Montoya,Morgenschicht,Aushilfe,NEIN,NEIN,28/08/2020,14/12/2020,5
ID60507,Ariana,Whitney,Nachmittagsschicht,Aushilfe,NEIN,JA,28/08/2020,08/04/2021,3
ID27913,Jermaine,Orozco,Morgenschicht,Aushilfe,NEIN,JA,30/08/2020,28/11/2020,7
ID51914,Isabelle,Armstrong,Morgenschicht,Verkäufer,NEIN,JA,30/08/2020,08/06/2021,4
ID50394,Carlo,Johns,Morgenschicht,Verkäufer,JA,JA,04/09/2020,28/10/2021,8
ID66239,Maryam,Horn,Nachmittagsschicht,Aushilfe,NEIN,JA,09/09/2020,25/09/2021,5
ID49942,Chris,Ramsey,Morgenschicht,Verkäufer,JA,JA,09/09/2020,19/01/2022,3
ID49932,Maximillian,Walter,Nachmittagsschicht,Verkäufer,NEIN,JA,11/09/2020,16/06/2021,2
ID48784,Rocco,Reilly,Nachmittagsschicht,Verkäufer,JA,JA,14/09/2020,03/07/2021,7
ID64469,Ryan,Proctor,Morgenschicht,Reinigungskraft,NEIN,NEIN,22/09/2020,09/01/2021,8
ID29222,Rahim,Cox,Nachmittagsschicht,Reinigungskraft,JA,NEIN,27/09/2020,03/11/2020,8
ID12948,Halima,Goodwin,Nachmittagsschicht,Verkäufer,JA,JA,29/09/2020,07/04/2021,4
ID83156,Leyla,Rodgers,Nachmittagsschicht,Verkäufer,NEIN,NEIN,29/09/2020,21/12/2020,1
ID82649,Jaya,Fleming,Morgenschicht,Aushilfe,NEIN,JA,01/10/2020,23/09/2021,7
ID71991,Tomas,Cline,Nachmittagsschicht,Aushilfe,NEIN,JA,04/10/2020,28/04/2021,3
ID40384,Evelyn,Blackburn,Morgenschicht,Reinigungskraft,NEIN,NEIN,05/10/2020,30/12/2020,8
ID94493,Libby,Thornton,Nachmittagsschicht,Aushilfe,NEIN,JA,05/10/2020,31/10/2021,6
ID39535,Trey,Austin,Nachmittagsschicht,Aushilfe,NEIN,JA,06/10/2020,18/07/2021,6
ID45333,Jamil,Merritt,Morgenschicht,Verkäufer,JA,JA,10/10/2020,17/06/2021,1
ID85077,Yusra,Fox,Morgenschicht,Verkäufer,NEIN,JA,14/10/2020,17/03/2022,2
ID79483,Blanche,Wilcox,Morgenschicht,Aushilfe,NEIN,JA,16/10/2020,09/08/2021,6
ID68335,Freya,Hood,Nachmittagsschicht,Aushilfe,NEIN,JA,17/10/2020,15/06/2021,3
ID33100,Mattie,Peters,Nachmittagsschicht,Aushilfe,NEIN,JA,17/10/2020,10/09/2021,6
ID67779,Maria,Campbell,Nachmittagsschicht,Aushilfe,NEIN,NEIN,18/10/2020,21/01/2021,5
ID84283,Sean,Jenkins,Nachmittagsschicht,Aushilfe,JA,JA,20/10/2020,15/02/2022,7
ID57862,Abubakar,Howe,Nachmittagsschicht,Verkäufer,JA,JA,20/10/2020,27/10/2021,8
ID45176,Gertrude,Cisneros,Morgenschicht,Reinigungskraft,NEIN,JA,21/10/2020,16/04/2021,3
ID51207,Ilyas,Schultz,Nachmittagsschicht,Verkäufer,NEIN,JA,23/10/2020,28/05/2021,2
ID56058,Ava-Rose,Schmidt,Morgenschicht,Verkäufer,NEIN,JA,24/10/2020,25/09/2021,1
ID36614,Tahlia,Solis,Nachmittagsschicht,Verkäufer,JA,JA,24/10/2020,23/10/2021,5
ID72983,Johnny,Hurst,Morgenschicht,Verkäufer,NEIN,NEIN,25/10/2020,19/04/2021,5
ID18401,Adriana,Branch,Morgenschicht,Reinigungskraft,JA,JA,27/10/2020,28/06/2021,6
ID89418,Regan,Hamilton,Morgenschicht,Aushilfe,NEIN,JA,31/10/2020,08/04/2021,5
ID67018,Tatiana,Holden,Nachmittagsschicht,Reinigungskraft,NEIN,JA,05/11/2020,19/06/2021,7
ID67098,Danyal,Dominguez,Morgenschicht,Verkäufer,NEIN,NEIN,06/11/2020,11/04/2021,5
ID45642,Aaminah,Holland,Nachmittagsschicht,Verkäufer,NEIN,NEIN,16/11/2020,08/02/2021,6
ID73821,Jasper,Aguilar,Nachmittagsschicht,Reinigungskraft,NEIN,JA,16/11/2020,13/04/2021,3
ID86677,Noah,Curtis,Nachmittagsschicht,Reinigungskraft,NEIN,JA,18/11/2020,30/05/2021,2
ID30944,Alexander,Sears,Nachmittagsschicht,Reinigungskraft,JA,NEIN,21/11/2020,03/03/2021,4
ID35809,Franciszek,Snyder,Nachmittagsschicht,Aushilfe,NEIN,JA,23/11/2020,18/09/2021,8
ID94854,Rosie,Lynch,Nachmittagsschicht,Reinigungskraft,NEIN,JA,24/11/2020,28/12/2020,3
ID38291,Alison,Obrien,Morgenschicht,Aushilfe,NEIN,NEIN,25/11/2020,27/03/2021,3
ID19770,Denis,Beltran,Nachmittagsschicht,Aushilfe,JA,JA,26/11/2020,21/06/2021,7
ID90770,Lyndon,Bowen,Nachmittagsschicht,Verkäufer,NEIN,NEIN,27/11/2020,09/03/2021,1
ID67849,Joanne,Burns,Morgenschicht,Reinigungskraft,JA,JA,27/11/2020,26/06/2021,4
ID71953,Elliot,Heath,Nachmittagsschicht,Reinigungskraft,JA,JA,29/11/2020,15/02/2021,7
ID17187,Russell,Rose,Morgenschicht,Verkäufer,NEIN,NEIN,01/12/2020,25/03/2021,6
ID25374,Lottie,Rios,Morgenschicht,Reinigungskraft,NEIN,JA,02/12/2020,17/05/2021,2
ID55877,Ashwin,Gomez,Nachmittagsschicht,Reinigungskraft,JA,NEIN,03/12/2020,03/01/2021,7
ID99049,Juanita,Hoover,Nachmittagsschicht,Verkäufer,NEIN,NEIN,03/12/2020,17/03/2021,5
ID34568,Henri,Oneal,Nachmittagsschicht,Aushilfe,NEIN,JA,04/12/2020,09/09/2021,4
ID72579,Sara,Peters,Nachmittagsschicht,Verkäufer,NEIN,JA,07/12/2020,10/06/2021,1
ID49683,Tori,Robinson,Morgenschicht,Verkäufer,NEIN,NEIN,12/12/2020,23/05/2021,3
ID55366,Iwan,Parks,Nachmittagsschicht,Aushilfe,JA,JA,13/12/2020,25/07/2021,3
ID33518,Laiba,Meyer,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,16/12/2020,21/01/2021,1
ID35784,Lucia,Walker,Morgenschicht,Reinigungskraft,NEIN,JA,22/12/2020,13/06/2021,3
ID94879,Eesa,Ball,Nachmittagsschicht,Verkäufer,NEIN,JA,29/12/2020,14/11/2021,2
ID67581,Huw,Benton,Nachmittagsschicht,Verkäufer,NEIN,JA,30/12/2020,23/11/2021,4
ID66844,Otis,Cabrera,Nachmittagsschicht,Verkäufer,NEIN,JA,07/01/2021,27/10/2021,4
ID88651,Nicolas,Vargas,Morgenschicht,Verkäufer,JA,NEIN,08/01/2021,25/03/2021,1
ID42134,Harmony,Mata,Morgenschicht,Reinigungskraft,NEIN,NEIN,11/01/2021,22/01/2021,5
ID57430,Ernest,Garner,Morgenschicht,Reinigungskraft,NEIN,NEIN,11/01/2021,15/05/2021,8
ID42552,Nina,Miranda,Nachmittagsschicht,Verkäufer,JA,NEIN,12/01/2021,27/02/2021,4
ID24725,Brenda,Fernandez,Nachmittagsschicht,Verkäufer,NEIN,NEIN,12/01/2021,03/04/2021,5
ID88627,Trinity,Miller,Morgenschicht,Verkäufer,NEIN,JA,16/01/2021,19/03/2021,7
ID43260,Hope,Bolton,Nachmittagsschicht,Aushilfe,NEIN,NEIN,19/01/2021,02/03/2021,6
ID39880,Rosanna,Zimmerman,Nachmittagsschicht,Verkäufer,NEIN,JA,21/01/2021,09/06/2021,5
ID74505,Kyron,Noble,Morgenschicht,Reinigungskraft,NEIN,JA,23/01/2021,10/06/2021,2
ID32758,Beth,Joyce,Morgenschicht,Reinigungskraft,JA,JA,24/01/2021,01/09/2021,4
ID23724,Henri,Raymond,Nachmittagsschicht,Verkäufer,NEIN,NEIN,27/01/2021,29/03/2021,2
ID51463,Faisal,Craig,Morgenschicht,Verkäufer,NEIN,JA,28/01/2021,15/04/2022,8
ID95376,Genevieve,Mcbride,Morgenschicht,Verkäufer,JA,JA,29/01/2021,15/02/2022,7
ID17616,Phoenix,Baldwin,Morgenschicht,Verkäufer,NEIN,JA,29/01/2021,03/01/2022,7
ID96627,Kyle,Cruz,Morgenschicht,Verkäufer,JA,JA,30/01/2021,14/11/2021,5
ID94388,Ezekiel,Li,Nachmittagsschicht,Aushilfe,NEIN,NEIN,30/01/2021,08/04/2021,3
ID86254,Wade,Harrington,Morgenschicht,Aushilfe,NEIN,JA,02/02/2021,05/02/2022,7
ID67156,Jennifer,Daugherty,Nachmittagsschicht,Aushilfe,NEIN,NEIN,07/02/2021,20/04/2021,6
ID82944,Prince,Townsend,Nachmittagsschicht,Verkäufer,NEIN,JA,12/02/2021,25/04/2022,8
ID74105,Mike,Levy,Morgenschicht,Verkäufer,NEIN,JA,16/02/2021,03/01/2022,2
ID40838,Fatma,Salinas,Nachmittagsschicht,Aushilfe,NEIN,NEIN,18/02/2021,07/08/2021,3
ID34374,Yasin,Morrison,Morgenschicht,Verkäufer,NEIN,JA,22/02/2021,22/12/2021,1
ID20758,Sebastian,Erickson,Morgenschicht,Verkäufer,NEIN,JA,23/02/2021,28/05/2022,6
ID53342,Declan,Garcia,Morgenschicht,Aushilfe,NEIN,NEIN,23/02/2021,11/04/2021,1
ID92253,Clark,Mcbride,Morgenschicht,Reinigungskraft,NEIN,JA,26/02/2021,02/07/2021,3
ID26626,Esha,Camacho,Morgenschicht,Verkäufer,NEIN,NEIN,03/03/2021,11/08/2021,4
ID70830,Leila,Duffy,Morgenschicht,Aushilfe,NEIN,JA,05/03/2021,06/05/2022,1
ID57229,Imogen,Hoffman,Morgenschicht,Reinigungskraft,NEIN,JA,06/03/2021,29/11/2021,4
ID10083,Eileen,Swanson,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,15/03/2021,17/06/2021,4
ID33679,Vera,Campbell,Morgenschicht,Aushilfe,JA,JA,15/03/2021,01/12/2021,8
ID15358,Mark,Paul,Nachmittagsschicht,Aushilfe,NEIN,NEIN,19/03/2021,16/08/2021,6
ID55425,Abu,Bush,Morgenschicht,Aushilfe,JA,NEIN,23/03/2021,29/04/2021,5
ID96313,Demi-Leigh,Rosario,Morgenschicht,Reinigungskraft,NEIN,JA,27/03/2021,16/09/2021,4
ID2123,Valentina,Morris,Nachmittagsschicht,Reinigungskraft,NEIN,JA,29/03/2021,01/06/2021,5
ID58002,Finnley,Buckley,Morgenschicht,Reinigungskraft,JA,JA,29/03/2021,01/11/2021,5
ID67700,Leena,Nelson,Morgenschicht,Verkäufer,NEIN,JA,30/03/2021,17/08/2022,3
ID83257,Elisha,Mcmahon,Morgenschicht,Reinigungskraft,NEIN,NEIN,31/03/2021,06/06/2021,3
ID71180,Sumayyah,Preston,Nachmittagsschicht,Reinigungskraft,NEIN,JA,01/04/2021,20/10/2021,4
ID50844,Kurt,O'Doherty,Nachmittagsschicht,Aushilfe,JA,JA,01/04/2021,22/02/2023,7
ID60404,Abdul,Leonard,Nachmittagsschicht,Verkäufer,NEIN,NEIN,02/04/2021,03/06/2021,5
ID51192,Alessandro,Duke,Morgenschicht,Aushilfe,JA,JA,03/04/2021,22/11/2021,4
ID77819,Everly,Sweeney,Morgenschicht,Aushilfe,NEIN,JA,05/04/2021,12/04/2022,3
ID87528,Alexandros,O'Reilly,Nachmittagsschicht,Verkäufer,JA,NEIN,05/04/2021,20/10/2021,4
ID54174,Alistair,Johnson,Nachmittagsschicht,Reinigungskraft,NEIN,JA,05/04/2021,02/09/2021,1
ID92810,Aleeza,Schaefer,Nachmittagsschicht,Verkäufer,NEIN,JA,05/04/2021,17/11/2021,2
ID41225,Herman,Odom,Nachmittagsschicht,Aushilfe,NEIN,JA,06/04/2021,02/02/2022,5
ID47041,Zakariya,Hale,Nachmittagsschicht,Reinigungskraft,NEIN,JA,07/04/2021,11/02/2022,8
ID20962,Aamina,Meadows,Morgenschicht,Reinigungskraft,NEIN,JA,08/04/2021,22/07/2021,6
ID97622,Lachlan,Petty,Nachmittagsschicht,Verkäufer,JA,NEIN,08/04/2021,01/10/2021,8
ID45296,Roman,Hanna,Nachmittagsschicht,Verkäufer,NEIN,JA,10/04/2021,13/03/2022,4
ID82328,Evan,Hawkins,Morgenschicht,Verkäufer,NEIN,NEIN,15/04/2021,17/07/2021,3
ID22155,Freya,Allen,Morgenschicht,Reinigungskraft,NEIN,NEIN,23/04/2021,03/06/2021,4
ID12322,Saarah,Carr,Morgenschicht,Verkäufer,NEIN,NEIN,25/04/2021,07/08/2021,1
ID42974,Gladys,Mullins,Nachmittagsschicht,Reinigungskraft,NEIN,JA,25/04/2021,01/11/2021,3
ID50649,Kaya,Bird,Nachmittagsschicht,Verkäufer,NEIN,JA,26/04/2021,03/10/2021,4
ID69663,Faisal,Davis,Morgenschicht,Aushilfe,JA,JA,26/04/2021,01/04/2022,3
ID52015,Susie,Flores,Nachmittagsschicht,Verkäufer,JA,JA,28/04/2021,05/07/2021,2
ID49878,Aliza,Barry,Morgenschicht,Verkäufer,JA,JA,02/05/2021,10/10/2021,7
ID13989,Greta,Mcintosh,Morgenschicht,Aushilfe,JA,NEIN,04/05/2021,12/10/2021,3
ID26374,Bruno,Finch,Nachmittagsschicht,Aushilfe,JA,JA,09/05/2021,26/04/2022,5
ID80151,Sadia,Miranda,Nachmittagsschicht,Aushilfe,NEIN,JA,09/05/2021,05/03/2022,5
ID76996,Rory,Dillon,Nachmittagsschicht,Aushilfe,NEIN,JA,12/05/2021,05/11/2021,3
ID71267,Syed,Finch,Nachmittagsschicht,Verkäufer,NEIN,JA,12/05/2021,25/11/2021,1
ID43780,Ashley,Sharpe,Nachmittagsschicht,Aushilfe,JA,JA,15/05/2021,23/10/2021,4
ID91791,Jeremiah,Kemp,Nachmittagsschicht,Aushilfe,NEIN,JA,15/05/2021,29/12/2021,5
ID39305,Myla,Mitchell,Nachmittagsschicht,Verkäufer,NEIN,NEIN,17/05/2021,05/10/2021,2
ID22658,Imogen,Salas,Nachmittagsschicht,Reinigungskraft,NEIN,JA,19/05/2021,05/10/2021,5
ID99532,Ciara,Trevino,Morgenschicht,Verkäufer,NEIN,JA,20/05/2021,13/12/2022,6
ID41610,Zahraa,Crawford,Nachmittagsschicht,Verkäufer,NEIN,NEIN,22/05/2021,27/08/2021,2
ID53953,Everett,Cabrera,Morgenschicht,Aushilfe,NEIN,JA,23/05/2021,01/10/2021,1
ID82159,Zaki,Harrison,Nachmittagsschicht,Verkäufer,NEIN,JA,23/05/2021,23/12/2022,2
ID65577,Lea,Serrano,Morgenschicht,Reinigungskraft,JA,JA,23/05/2021,04/10/2021,1
ID20570,Rosemary,Jenkins,Nachmittagsschicht,Reinigungskraft,NEIN,JA,23/05/2021,27/08/2021,6
ID76427,Rhiannon,Holloway,Morgenschicht,Reinigungskraft,NEIN,JA,23/05/2021,06/11/2021,1
ID42554,Eleni,Church,Nachmittagsschicht,Verkäufer,JA,JA,24/05/2021,18/04/2022,6
ID87852,Sinead,Nash,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,24/05/2021,21/08/2021,8
ID54317,Keeley,Mann,Morgenschicht,Verkäufer,NEIN,JA,26/05/2021,05/03/2022,6
ID94159,Kira,Andrade,Nachmittagsschicht,Verkäufer,NEIN,JA,26/05/2021,08/11/2021,8
ID19829,Roger,Ibarra,Morgenschicht,Reinigungskraft,NEIN,JA,30/05/2021,18/07/2021,5
ID24377,Sally,Holden,Morgenschicht,Reinigungskraft,NEIN,JA,31/05/2021,02/11/2021,1
ID11334,Lexie,Walters,Nachmittagsschicht,Verkäufer,NEIN,JA,04/06/2021,18/01/2022,4
ID26431,Nikolas,Mays,Morgenschicht,Verkäufer,NEIN,JA,05/06/2021,16/12/2021,3
ID81806,Bibi,Farley,Nachmittagsschicht,Aushilfe,NEIN,NEIN,05/06/2021,05/11/2021,1
ID27570,George,Contreras,Nachmittagsschicht,Aushilfe,JA,JA,05/06/2021,03/10/2022,3
ID74801,Elias,Ortiz,Nachmittagsschicht,Verkäufer,NEIN,JA,06/06/2021,11/01/2022,5
ID55840,Edgar,Chandler,Morgenschicht,Verkäufer,NEIN,JA,06/06/2021,03/09/2022,6
ID69274,Ismael,Dejesus,Nachmittagsschicht,Reinigungskraft,NEIN,JA,06/06/2021,06/01/2022,5
ID19891,Stuart,Vance,Morgenschicht,Reinigungskraft,NEIN,NEIN,07/06/2021,12/09/2021,8
ID53821,Siobhan,Reyes,Nachmittagsschicht,Aushilfe,JA,JA,08/06/2021,13/04/2022,6
ID89766,Gertrude,Montoya,Nachmittagsschicht,Aushilfe,JA,JA,09/06/2021,17/10/2022,8
ID65251,Caitlin,Ryan,Morgenschicht,Aushilfe,NEIN,JA,14/06/2021,23/12/2021,3
ID47206,Jaxson,Hilton,Morgenschicht,Aushilfe,NEIN,JA,17/06/2021,25/02/2022,8
ID97423,Umair,Mcmillan,Morgenschicht,Aushilfe,NEIN,JA,19/06/2021,20/09/2022,5
ID63700,Lester,Dawson,Morgenschicht,Verkäufer,NEIN,JA,19/06/2021,25/06/2022,8
ID45379,Benedict,Howe,Morgenschicht,Verkäufer,NEIN,JA,20/06/2021,12/02/2022,4
ID92861,Iona,Scott,Morgenschicht,Verkäufer,NEIN,JA,20/06/2021,11/11/2021,3
ID89154,Aran,James,Morgenschicht,Verkäufer,NEIN,NEIN,20/06/2021,14/08/2021,5
ID45808,Brayden,Horton,Morgenschicht,Reinigungskraft,NEIN,NEIN,21/06/2021,08/07/2021,3
ID23569,Tyrese,Ball,Nachmittagsschicht,Verkäufer,NEIN,NEIN,24/06/2021,27/09/2021,1
ID45142,Edward,Herrera,Morgenschicht,Aushilfe,NEIN,NEIN,24/06/2021,22/08/2021,8
ID88004,Azaan,Connolly,Nachmittagsschicht,Aushilfe,NEIN,JA,24/06/2021,08/06/2022,2
ID73563,Emilio,Mccarty,Morgenschicht,Reinigungskraft,NEIN,JA,25/06/2021,29/11/2021,3
ID36196,Laiba,Paul,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,25/06/2021,23/08/2021,3
ID18414,Vinnie,Flynn,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,26/06/2021,04/09/2021,7
ID87678,Denis,Morton,Morgenschicht,Verkäufer,JA,NEIN,26/06/2021,18/07/2021,4
ID48880,Curtis,Rivers,Morgenschicht,Verkäufer,NEIN,JA,28/06/2021,08/12/2021,8
ID93332,Justin,Guerrero,Morgenschicht,Verkäufer,NEIN,JA,01/07/2021,20/07/2022,4
ID39993,Qasim,Ellis,Morgenschicht,Verkäufer,NEIN,JA,02/07/2021,03/01/2023,6
ID87597,Imogen,Higgins,Morgenschicht,Reinigungskraft,NEIN,NEIN,02/07/2021,24/09/2021,7
ID10724,Nicola,Leach,Nachmittagsschicht,Reinigungskraft,NEIN,JA,03/07/2021,26/12/2021,5
ID71700,Jorge,Silva,Morgenschicht,Verkäufer,JA,JA,04/07/2021,16/02/2022,7
ID33725,Lukas,Mosley,Nachmittagsschicht,Aushilfe,NEIN,JA,11/07/2021,22/04/2022,5
ID99539,Anne,Merritt,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,17/07/2021,21/08/2021,8
ID63065,Bertha,Bowen,Morgenschicht,Reinigungskraft,NEIN,JA,17/07/2021,11/03/2022,7
ID16683,Jaime,Meyer,Morgenschicht,Reinigungskraft,NEIN,NEIN,20/07/2021,24/09/2021,4
ID25991,Maeve,Gillespie,Morgenschicht,Verkäufer,NEIN,JA,22/07/2021,27/06/2022,5
ID61181,Max,Wang,Morgenschicht,Reinigungskraft,JA,JA,22/07/2021,29/06/2022,2
ID90634,Nadia,Wyatt,Morgenschicht,Reinigungskraft,NEIN,NEIN,24/07/2021,26/08/2021,5
ID43773,Richard,Palmer,Morgenschicht,Reinigungskraft,NEIN,JA,27/07/2021,27/04/2022,7
ID83280,Hannah,Miles,Morgenschicht,Verkäufer,NEIN,NEIN,27/07/2021,03/11/2021,8
ID28094,Zayd,Mcneil,Nachmittagsschicht,Verkäufer,NEIN,JA,29/07/2021,01/05/2022,4
ID85070,Mariam,Wright,Morgenschicht,Reinigungskraft,JA,JA,30/07/2021,06/02/2022,2
ID10959,Talha,Chase,Nachmittagsschicht,Aushilfe,NEIN,JA,01/08/2021,04/12/2021,7
ID19296,Simeon,Kaufman,Morgenschicht,Reinigungskraft,JA,NEIN,01/08/2021,02/09/2021,7
ID66785,Mahdi,Stevens,Morgenschicht,Verkäufer,NEIN,JA,03/08/2021,01/05/2022,6
ID87610,Marvin,Dominguez,Nachmittagsschicht,Aushilfe,JA,NEIN,04/08/2021,10/01/2022,1
ID50312,Ty,Nichols,Morgenschicht,Verkäufer,NEIN,JA,04/08/2021,09/02/2023,8
ID92634,Sanaa,Jimenez,Morgenschicht,Aushilfe,JA,JA,05/08/2021,18/02/2022,7
ID68306,Ariana,Shelton,Nachmittagsschicht,Reinigungskraft,NEIN,JA,07/08/2021,28/09/2021,7
ID86469,Lottie,Vaughan,Morgenschicht,Verkäufer,NEIN,JA,08/08/2021,10/01/2022,1
ID21931,Sasha,Rasmussen,Morgenschicht,Verkäufer,NEIN,JA,10/08/2021,12/12/2021,4
ID25026,Bryn,Branch,Nachmittagsschicht,Verkäufer,NEIN,JA,11/08/2021,14/08/2022,4
ID66679,Macy,Schultz,Morgenschicht,Aushilfe,JA,JA,12/08/2021,13/03/2022,7
ID47030,Cecily,Paul,Morgenschicht,Aushilfe,NEIN,JA,14/08/2021,20/10/2022,3
ID43320,Christina,Bond,Nachmittagsschicht,Reinigungskraft,NEIN,JA,28/08/2021,23/12/2021,8
ID14895,Ben,Lynch,Nachmittagsschicht,Verkäufer,NEIN,NEIN,05/09/2021,21/11/2021,8
